date_recovered,province,cumulative_recovered,Unnamed: 3,Unnamed: 4,province_source,source
2020-06-09,Nunavut,,,,,
2020-06-08,Nunavut,,,,,
2020-06-07,Nunavut,,,,,
2020-06-06,Nunavut,,,,,
2020-06-05,Nunavut,,,,,
2020-06-04,Nunavut,,,,,
2020-06-03,Nunavut,,,,,
2020-06-02,Nunavut,,,,,
2020-06-01,Nunavut,,,,,
2020-05-31,Nunavut,,,,,
2020-05-30,Nunavut,,,,,
2020-05-29,Nunavut,,,,,
2020-05-28,Nunavut,,,,,
2020-05-27,Nunavut,,,,,
2020-05-26,Nunavut,,,,,
2020-05-25,Nunavut,,,,,
2020-05-24,Nunavut,,,,,
2020-05-23,Nunavut,,,,,
2020-05-22,Nunavut,,,,,
2020-05-21,Nunavut,,,,,
2020-05-20,Nunavut,,,,,
2020-05-19,Nunavut,,,,,
2020-05-18,Nunavut,,,,,
2020-05-17,Nunavut,,,,,
2020-05-16,Nunavut,,,,,
2020-05-15,Nunavut,,,,,
2020-05-14,Nunavut,,,,,
2020-05-13,Nunavut,,,,,
2020-05-12,Nunavut,,,,,
2020-05-11,Nunavut,,,,,
2020-05-10,Nunavut,,,,,
2020-05-09,Nunavut,,,,,
2020-05-08,Nunavut,,,,,
2020-05-07,Nunavut,,,,,
2020-05-06,Nunavut,,,,,
2020-05-05,Nunavut,,,,,
2020-05-04,Nunavut,,,,,
2020-05-03,Nunavut,,,,,
2020-05-02,Nunavut,,,,,
2020-05-01,Nunavut,,,,,
2020-04-30,Nunavut,,,,,
2020-04-29,Nunavut,,,,,
2020-04-28,Nunavut,,,,,
2020-04-27,Nunavut,,,,,
2020-04-26,Nunavut,,,,,
2020-04-25,Nunavut,,,,,
2020-04-24,Nunavut,,,,,
2020-04-23,Nunavut,,,,,
2020-04-22,Nunavut,,,,,
2020-04-21,Nunavut,,,,,
2020-04-20,Nunavut,,,,,
2020-04-19,Nunavut,,,,,
2020-04-18,Nunavut,,,,,
2020-04-17,Nunavut,,,,,
2020-04-16,Nunavut,,,,,
2020-04-15,Nunavut,,,,,
2020-04-14,Nunavut,,,,,
2020-04-13,Nunavut,,,,,
2020-04-12,Nunavut,,,,,
2020-04-11,Nunavut,,,,,
2020-04-10,Nunavut,,,,,
2020-04-09,Nunavut,,,,,
2020-04-08,Nunavut,,,,,
2020-04-07,Nunavut,,,,,
2020-04-06,Nunavut,,,,,
2020-04-05,Nunavut,,,,,
2020-04-04,Nunavut,,,,,
2020-04-03,Nunavut,,,,,
2020-04-02,Nunavut,,,,,
2020-04-01,Nunavut,,,,,
2020-03-31,Nunavut,,,,,
2020-03-30,Nunavut,,,,,
2020-03-29,Nunavut,,,,,
2020-03-28,Nunavut,,,,,
2020-03-27,Nunavut,,,,,
2020-03-26,Nunavut,,,,,
2020-03-25,Nunavut,,,,,
2020-03-24,Nunavut,,,,,
2020-03-23,Nunavut,,,,,
2020-03-22,Nunavut,,,,,
2020-03-21,Nunavut,,,,,
2020-03-20,Nunavut,,,,,
2020-03-19,Nunavut,,,,,
2020-03-18,Nunavut,,,,,
2020-03-17,Nunavut,,,,,
2020-03-16,Nunavut,,,,,
2020-03-15,Nunavut,,,,,
2020-03-14,Nunavut,,,,,
2020-03-13,Nunavut,,,,,
2020-03-12,Nunavut,,,,,
2020-03-11,Nunavut,,,,,
2020-03-10,Nunavut,,,,,
2020-03-09,Nunavut,,,,,
2020-03-08,Nunavut,,,,,
2020-03-07,Nunavut,,,,,
2020-03-06,Nunavut,,,,,
2020-03-05,Nunavut,,,,,
2020-03-04,Nunavut,,,,,
2020-03-03,Nunavut,,,,,
2020-03-02,Nunavut,,,,,
2020-03-01,Nunavut,,,,,
2020-02-29,Nunavut,,,,,
2020-02-28,Nunavut,,,,,
2020-02-27,Nunavut,,,,,
2020-02-26,Nunavut,,,,,
2020-02-25,Nunavut,,,,,
2020-02-24,Nunavut,,,,,
2020-02-23,Nunavut,,,,,
2020-02-22,Nunavut,,,,,
2020-02-21,Nunavut,,,,,
2020-02-20,Nunavut,,,,,
2020-02-19,Nunavut,,,,,
2020-02-18,Nunavut,,,,,
2020-02-17,Nunavut,,,,,
2020-02-16,Nunavut,,,,,
2020-02-15,Nunavut,,,,,
2020-02-14,Nunavut,,,,,
2020-02-13,Nunavut,,,,,
2020-02-12,Nunavut,,,,,
2020-06-18,Yukon,11.0,,,,
2020-06-17,Yukon,11.0,,,,
2020-06-16,Yukon,11.0,,,,
2020-06-15,Yukon,11.0,,,,
2020-06-14,Yukon,11.0,,,,
2020-06-13,Yukon,11.0,,,,
2020-06-12,Yukon,11.0,,,,
2020-06-11,Yukon,11.0,,,,
2020-06-10,Yukon,11.0,,,,
2020-06-09,Yukon,11.0,,,,
2020-06-08,Yukon,11.0,,,,
2020-06-07,Yukon,11.0,,,,
2020-06-06,Yukon,11.0,,,,
2020-06-05,Yukon,11.0,,,,
2020-06-04,Yukon,11.0,,,,
2020-06-03,Yukon,11.0,,,,
2020-06-02,Yukon,11.0,,,,
2020-06-01,Yukon,11.0,,,,
2020-05-31,Yukon,11.0,,,,
2020-05-30,Yukon,11.0,,,,
2020-05-29,Yukon,11.0,,,,
2020-05-28,Yukon,11.0,,,,
2020-05-27,Yukon,11.0,,,,
2020-05-26,Yukon,11.0,,,,
2020-05-25,Yukon,11.0,,,,
2020-05-24,Yukon,11.0,,,,
2020-05-23,Yukon,11.0,,,,
2020-05-22,Yukon,11.0,,,,
2020-05-21,Yukon,11.0,,,,
2020-05-20,Yukon,11.0,,,,
2020-05-19,Yukon,11.0,,,,
2020-05-18,Yukon,11.0,,,,
2020-05-17,Yukon,11.0,,,,
2020-05-16,Yukon,11.0,,,,
2020-05-15,Yukon,11.0,,,,
2020-05-14,Yukon,11.0,,,,
2020-05-13,Yukon,11.0,,,,
2020-05-12,Yukon,11.0,,,,
2020-05-11,Yukon,11.0,,,,
2020-05-10,Yukon,11.0,,,,
2020-05-09,Yukon,11.0,,,,
2020-05-08,Yukon,11.0,,,,
2020-05-07,Yukon,11.0,,,,
2020-05-06,Yukon,11.0,,,,
2020-05-05,Yukon,11.0,,,,
2020-05-04,Yukon,11.0,,,,
2020-05-03,Yukon,11.0,,,,
2020-05-02,Yukon,11.0,,,,
2020-05-01,Yukon,11.0,,,,
2020-04-30,Yukon,9.0,,,,
2020-04-29,Yukon,8.0,,,,
2020-04-28,Yukon,8.0,,,,
2020-04-27,Yukon,8.0,,,,
2020-04-26,Yukon,8.0,,,,
2020-04-25,Yukon,8.0,,,,
2020-04-24,Yukon,8.0,,,,
2020-04-23,Yukon,8.0,,,,
2020-04-22,Yukon,8.0,,,,
2020-04-21,Yukon,8.0,,,,
2020-04-20,Yukon,8.0,,,,
2020-04-19,Yukon,8.0,,,,
2020-04-18,Yukon,8.0,,,,
2020-04-17,Yukon,7.0,,,,
2020-04-16,Yukon,6.0,,,,
2020-04-15,Yukon,6.0,,,,
2020-04-14,Yukon,6.0,,,,
2020-04-13,Yukon,6.0,,,,
2020-04-12,Yukon,4.0,,,,
2020-04-11,Yukon,4.0,,,,
2020-04-10,Yukon,4.0,,,,
2020-04-09,Yukon,4.0,,,,
2020-04-08,Yukon,4.0,,,,
2020-04-07,Yukon,4.0,,,,
2020-04-06,Yukon,4.0,,,,
2020-04-05,Yukon,4.0,,,,
2020-04-04,Yukon,4.0,,,,
2020-04-03,Yukon,4.0,,,,
2020-04-02,Yukon,3.0,,,,
2020-04-01,Yukon,3.0,,,,
2020-03-31,Yukon,0.0,,,,
2020-03-30,Yukon,0.0,,,,
2020-03-29,Yukon,0.0,,,,
2020-03-28,Yukon,0.0,,,,
2020-03-27,Yukon,0.0,,,,
2020-03-26,Yukon,0.0,,,,
2020-03-25,Yukon,0.0,,,,
2020-03-24,Yukon,0.0,,,,
2020-03-23,Yukon,0.0,,,,
2020-03-22,Yukon,,,,,
2020-03-21,Yukon,,,,,
2020-03-20,Yukon,,,,,
2020-03-19,Yukon,,,,,
2020-03-18,Yukon,,,,,
2020-03-17,Yukon,,,,,
2020-03-16,Yukon,,,,,
2020-03-15,Yukon,,,,,
2020-03-14,Yukon,,,,,
2020-03-13,Yukon,,,,,
2020-03-12,Yukon,,,,,
2020-03-11,Yukon,,,,,
2020-03-10,Yukon,,,,,
2020-03-09,Yukon,,,,,
2020-03-08,Yukon,,,,,
2020-03-07,Yukon,,,,,
2020-03-06,Yukon,,,,,
2020-03-05,Yukon,,,,,
2020-03-04,Yukon,,,,,
2020-03-03,Yukon,,,,,
2020-03-02,Yukon,,,,,
2020-03-01,Yukon,,,,,
2020-02-29,Yukon,,,,,
2020-02-28,Yukon,,,,,
2020-02-27,Yukon,,,,,
2020-02-26,Yukon,,,,,
2020-02-25,Yukon,,,,,
2020-02-24,Yukon,,,,,
2020-02-23,Yukon,,,,,
2020-02-22,Yukon,,,,,
2020-02-21,Yukon,,,,,
2020-02-20,Yukon,,,,,
2020-02-19,Yukon,,,,,
2020-02-18,Yukon,,,,,
2020-02-17,Yukon,,,,,
2020-02-16,Yukon,,,,,
2020-02-15,Yukon,,,,,
2020-02-14,Yukon,,,,,
2020-02-13,Yukon,,,,,
2020-02-12,Yukon,,,,,
2020-06-18,Repatriated,13.0,,,,
2020-06-17,Repatriated,13.0,,,,
2020-06-16,Repatriated,13.0,,,,
2020-06-15,Repatriated,13.0,,,,
2020-06-14,Repatriated,13.0,,,,
2020-06-13,Repatriated,13.0,,,,
2020-06-12,Repatriated,13.0,,,,
2020-06-11,Repatriated,13.0,,,,
2020-06-10,Repatriated,13.0,,,,
2020-06-09,Repatriated,13.0,,,,
2020-06-08,Repatriated,13.0,,,,
2020-06-07,Repatriated,13.0,,,,
2020-06-06,Repatriated,13.0,,,,
2020-06-05,Repatriated,13.0,,,,
2020-06-04,Repatriated,13.0,,,,
2020-06-03,Repatriated,13.0,,,,
2020-06-02,Repatriated,13.0,,,,
2020-06-01,Repatriated,13.0,,,,
2020-05-31,Repatriated,13.0,,,,
2020-05-30,Repatriated,13.0,,,,
2020-05-29,Repatriated,13.0,,,,
2020-05-28,Repatriated,13.0,,,,
2020-05-27,Repatriated,13.0,,,,
2020-05-26,Repatriated,13.0,,,,
2020-05-25,Repatriated,13.0,,,,
2020-05-24,Repatriated,13.0,,,,
2020-05-23,Repatriated,13.0,,,,
2020-05-22,Repatriated,13.0,,,,
2020-05-21,Repatriated,13.0,,,,
2020-05-20,Repatriated,13.0,,,,
2020-05-19,Repatriated,13.0,,,,
2020-05-18,Repatriated,13.0,,,,
2020-05-17,Repatriated,13.0,,,,
2020-05-16,Repatriated,13.0,,,,
2020-05-15,Repatriated,13.0,,,,
2020-05-14,Repatriated,13.0,,,,
2020-05-13,Repatriated,13.0,,,,
2020-05-12,Repatriated,13.0,,,,
2020-05-11,Repatriated,13.0,,,,
2020-05-10,Repatriated,13.0,,,,
2020-05-09,Repatriated,13.0,,,,
2020-05-08,Repatriated,13.0,,,,
2020-05-07,Repatriated,13.0,,,,
2020-05-06,Repatriated,13.0,,,,
2020-05-05,Repatriated,13.0,,,,
2020-05-04,Repatriated,13.0,,,,
2020-05-03,Repatriated,13.0,,,,
2020-05-02,Repatriated,13.0,,,,
2020-05-01,Repatriated,13.0,,,,
2020-04-30,Repatriated,13.0,,,,
2020-04-29,Repatriated,13.0,,,,
2020-04-28,Repatriated,13.0,,,,
2020-04-27,Repatriated,13.0,,,,
2020-04-26,Repatriated,13.0,,,,
2020-04-25,Repatriated,13.0,,,,
2020-04-24,Repatriated,13.0,,,,
2020-04-23,Repatriated,13.0,,,,
2020-04-22,Repatriated,13.0,,,,
2020-04-21,Repatriated,13.0,,,,
2020-04-20,Repatriated,13.0,,,,
2020-04-19,Repatriated,13.0,,,,
2020-04-18,Repatriated,13.0,,,,
2020-04-17,Repatriated,13.0,,,,
2020-04-16,Repatriated,13.0,,,,
2020-04-15,Repatriated,13.0,,,,
2020-04-14,Repatriated,13.0,,,,
2020-04-13,Repatriated,13.0,,,,
2020-04-12,Repatriated,13.0,,,,
2020-04-11,Repatriated,13.0,,,,
2020-04-10,Repatriated,13.0,,,,
2020-04-09,Repatriated,13.0,,,,
2020-04-08,Repatriated,13.0,,,,
2020-04-07,Repatriated,13.0,,,,
2020-04-06,Repatriated,13.0,,,,
2020-04-05,Repatriated,13.0,,,,
2020-04-04,Repatriated,13.0,,,,
2020-04-03,Repatriated,12.0,,,,
2020-04-02,Repatriated,10.0,,,,
2020-04-01,Repatriated,9.0,,,,
2020-03-31,Repatriated,9.0,,,,
2020-03-30,Repatriated,8.0,,,,
2020-03-29,Repatriated,4.0,,,,
2020-03-28,Repatriated,4.0,,,,
2020-03-27,Repatriated,2.0,,,,
2020-03-26,Repatriated,1.0,,,,
2020-03-25,Repatriated,1.0,,,,
2020-03-24,Repatriated,0.0,,,,
2020-03-23,Repatriated,0.0,,,,
2020-03-22,Repatriated,0.0,,,,
2020-03-21,Repatriated,0.0,,,,
2020-03-20,Repatriated,0.0,,,,
2020-03-19,Repatriated,0.0,,,,
2020-03-18,Repatriated,0.0,,,,
2020-03-17,Repatriated,0.0,,,,
2020-03-16,Repatriated,0.0,,,,
2020-03-15,Repatriated,0.0,,,,
2020-03-14,Repatriated,0.0,,,,
2020-03-13,Repatriated,0.0,,,,
2020-03-12,Repatriated,0.0,,,,
2020-03-11,Repatriated,0.0,,,,
2020-03-10,Repatriated,,,,,
2020-03-09,Repatriated,,,,,
2020-03-08,Repatriated,,,,,
2020-03-07,Repatriated,,,,,
2020-03-06,Repatriated,,,,,
2020-03-05,Repatriated,,,,,
2020-03-04,Repatriated,,,,,
2020-03-03,Repatriated,,,,,
2020-03-02,Repatriated,,,,,
2020-03-01,Repatriated,,,,,
2020-02-29,Repatriated,,,,,
2020-02-28,Repatriated,,,,,
2020-02-27,Repatriated,,,,,
2020-02-26,Repatriated,,,,,
2020-02-25,Repatriated,,,,,
2020-02-24,Repatriated,,,,,
2020-02-23,Repatriated,,,,,
2020-02-22,Repatriated,,,,,
2020-02-21,Repatriated,,,,,
2020-02-20,Repatriated,,,,,
2020-02-19,Repatriated,,,,,
2020-02-18,Repatriated,,,,,
2020-02-17,Repatriated,,,,,
2020-02-16,Repatriated,,,,,
2020-02-15,Repatriated,,,,,
2020-02-14,Repatriated,,,,,
2020-02-13,Repatriated,,,,,
2020-02-12,Repatriated,,,,,
